image,hand_point,x,y,z
IMG_20220502_124553.jpg,3,-0.31901630759239197,0.010069131851196289,-0.1674537186155476
IMG_20220502_124553.jpg,4,-0.41987279057502747,-0.018760234117507935,-0.1716854546795048
IMG_20220502_124553.jpg,5,-0.26059502363204956,-0.08017775416374207,-0.07101894660092967
IMG_20220502_124553.jpg,6,-0.39560428261756897,-0.024630844593048096,-0.12273083372213023
IMG_20220502_124553.jpg,7,-0.3449779152870178,0.020669400691986084,-0.15046645445920603
IMG_20220502_124553.jpg,8,-0.2765142321586609,0.019416093826293945,-0.15841606004335063
IMG_20220502_124553.jpg,9,-0.2559452950954437,-0.10702896118164062,-0.018345614207760264
IMG_20220502_124553.jpg,10,-0.36929282546043396,-0.03604710102081299,-0.0722734902630009
IMG_20220502_124553.jpg,11,-0.31270045042037964,0.011279761791229248,-0.09080353869296687
IMG_20220502_124553.jpg,12,-0.2523859441280365,0.010646641254425049,-0.09055983765222209
IMG_20220502_124553.jpg,13,-0.248235821723938,-0.11157357692718506,0.021639012487753462
IMG_20220502_124553.jpg,14,-0.34789490699768066,-0.04189041256904602,-0.03926075367428439
IMG_20220502_124553.jpg,15,-0.2945377826690674,0.004145264625549316,-0.045093783421293665
IMG_20220502_124553.jpg,16,-0.2399187982082367,0.006536960601806641,-0.03272711230613368
IMG_20220502_124553.jpg,17,-0.24632224440574646,-0.10489800572395325,0.05452312784098012
IMG_20220502_124553.jpg,18,-0.3259705901145935,-0.047298818826675415,0.005428132357224058
IMG_20220502_124553.jpg,19,-0.28361842036247253,-0.011638283729553223,-0.003281401248500515
IMG_20220502_124553.jpg,20,-0.23428070545196533,-0.011176526546478271,0.00581008264623506
IMG_20220501_153514.jpg,0,0.0,0.0,0.0
IMG_20220501_153514.jpg,1,0.08091911673545837,-0.11489814519882202,-0.027943733785605218
IMG_20220501_153514.jpg,2,0.23607856035232544,-0.18088549375534058,-0.03997971833155134
IMG_20220501_153514.jpg,3,0.349758505821228,-0.17982900142669678,-0.05841451481387594
IMG_20220501_153514.jpg,4,0.4171009063720703,-0.15729844570159912,-0.06927655235335806
IMG_20220501_153514.jpg,5,0.3384740948677063,-0.15537682175636292,-0.0075697388354001305
IMG_20220501_153514.jpg,6,0.46184873580932617,-0.13940054178237915,-0.0767152343730686
IMG_20220501_153514.jpg,7,0.359014093875885,-0.11180034279823303,-0.11780792817876318
IMG_20220501_153514.jpg,8,0.25969070196151733,-0.10175994038581848,-0.13159225479171255
IMG_20220501_153514.jpg,9,0.34708744287490845,-0.0765843391418457,-0.02079403929815271
IMG_20220501_153514.jpg,10,0.4603040814399719,-0.05779063701629639,-0.09453305200145223
IMG_20220501_153514.jpg,11,0.3283948302268982,-0.04118168354034424,-0.11557997361228445
IMG_20220501_153514.jpg,12,0.2222830057144165,-0.045623600482940674,-0.10886563703820684
IMG_20220501_153514.jpg,13,0.33939802646636963,-0.002595841884613037,-0.042867351029372
IMG_20220501_153514.jpg,14,0.42661231756210327,0.014393091201782227,-0.10927668556973913
IMG_20220501_153514.jpg,15,0.30056220293045044,0.018193840980529785,-0.09332522347972372
IMG_20220501_153514.jpg,16,0.2078830897808075,0.004539310932159424,-0.06140482023761251
IMG_20220501_153514.jpg,17,0.31505483388900757,0.05941128730773926,-0.0676614527444599
IMG_20220501_153514.jpg,18,0.3915442228317261,0.06992161273956299,-0.09936127409741857
IMG_20220501_153514.jpg,19,0.30627888441085815,0.06571310758590698,-0.07124170259044149
IMG_20220501_153514.jpg,20,0.23815426230430603,0.051289379596710205,-0.03829545870826223
IMG_20220502_132319.jpg,0,0.0,0.0,0.0
IMG_20220502_132319.jpg,1,0.12439198791980743,0.0975409746170044,-0.1068026514665803
IMG_20220502_132319.jpg,2,0.29733066260814667,0.1326654553413391,-0.1217945458309373
IMG_20220502_132319.jpg,3,0.4168560355901718,0.15687024593353271,-0.11040777880117503
IMG_20220502_132319.jpg,4,0.4347945898771286,0.1566717028617859,-0.07990969884559718
IMG_20220502_132319.jpg,5,0.4510270208120346,-0.06307029724121094,-0.05719208511874285
IMG_20220502_132319.jpg,6,0.5310714691877365,0.08384299278259277,-0.09601465034648982
IMG_20220502_132319.jpg,7,0.4278087466955185,0.1060975193977356,-0.1300432177202424
IMG_20220502_132319.jpg,8,0.37188540399074554,0.06349015235900879,-0.15389480608865824
IMG_20220502_132319.jpg,9,0.42519019544124603,-0.09223932027816772,-0.01238159350469914
IMG_20220502_132319.jpg,10,0.5099969357252121,0.05900096893310547,-0.044500911416264444
IMG_20220502_132319.jpg,11,0.4158346503973007,0.07946985960006714,-0.06040387767717448
IMG_20220502_132319.jpg,12,0.365673765540123,0.03994029760360718,-0.07018974590465632
IMG_20220502_132319.jpg,13,0.3894641846418381,-0.09652414917945862,0.019457450328616233
IMG_20220502_132319.jpg,14,0.47053341567516327,0.03767126798629761,-0.017418008105607896
IMG_20220502_132319.jpg,15,0.3942735642194748,0.06507164239883423,-0.03056010212168303
IMG_20220502_132319.jpg,16,0.3587913364171982,0.029430925846099854,-0.03517936709687319
IMG_20220502_132319.jpg,17,0.3439541310071945,-0.07814320921897888,0.042853189824370475
IMG_20220502_132319.jpg,18,0.417720302939415,0.025207698345184326,0.01958815213873777
IMG_20220502_132319.jpg,19,0.36641453206539154,0.046493351459503174,0.014547966612724395
IMG_20220502_132319.jpg,20,0.32689426839351654,0.01370614767074585,0.012685426702944369
IMG_20220502_125705.jpg,0,0.0,0.0,0.0
IMG_20220502_125705.jpg,1,0.11537337303161621,0.074005126953125,-0.056850808916351525
IMG_20220502_125705.jpg,2,0.250545471906662,0.0935789942741394,-0.07176253503348562
IMG_20220502_125705.jpg,3,0.3607848584651947,0.09548205137252808,-0.07435833966519567
IMG_20220502_125705.jpg,4,0.36983636021614075,0.06530851125717163,-0.06524388050820562
IMG_20220502_125705.jpg,5,0.291341632604599,-0.0848662257194519,-0.045291184691450326
IMG_20220502_125705.jpg,6,0.41277459263801575,0.001949608325958252,-0.07121578162696096
IMG_20220502_125705.jpg,7,0.3506223261356354,0.043792128562927246,-0.09184831684615347
IMG_20220502_125705.jpg,8,0.29764506220817566,0.03149247169494629,-0.1061161637881014
IMG_20220502_125705.jpg,9,0.27584168314933777,-0.11249023675918579,-0.0223029118606064
IMG_20220502_125705.jpg,10,0.3883885443210602,-0.01564234495162964,-0.04370023986484739
IMG_20220502_125705.jpg,11,0.3367340862751007,0.02344447374343872,-0.0546441555597994
IMG_20220502_125705.jpg,12,0.2924155294895172,0.011134564876556396,-0.0638757303931925
IMG_20220502_125705.jpg,13,0.2579256296157837,-0.11416476964950562,-0.003975565323344199
IMG_20220502_125705.jpg,14,0.36222001910209656,-0.025375783443450928,-0.024303392750880448
IMG_20220502_125705.jpg,15,0.3225347697734833,0.00820302963256836,-0.026745991093775956
IMG_20220502_125705.jpg,16,0.28428152203559875,-0.0026094913482666016,-0.028546334488055436
IMG_20220502_125705.jpg,17,0.24196311831474304,-0.10173353552818298,0.00991811392668751
IMG_20220502_125705.jpg,18,0.32899919152259827,-0.030884861946105957,-0.0007007394560787361
IMG_20220502_125705.jpg,19,0.2956174314022064,-0.009606480598449707,0.0012571572915476281
IMG_20220502_125705.jpg,20,0.2567492127418518,-0.021007895469665527,0.0017526929623272736
IMG_20220509_134600.jpg,0,0.0,0.0,0.0
IMG_20220509_134600.jpg,1,0.10203148424625397,0.03802645206451416,-0.09845028596942029
IMG_20220509_134600.jpg,2,0.24763624370098114,0.04248839616775513,-0.1254810966831883
IMG_20220509_134600.jpg,3,0.38269050419330597,0.03961360454559326,-0.12900824624125562
IMG_20220509_134600.jpg,4,0.4504658132791519,0.0073947906494140625,-0.1160186954123219
IMG_20220509_134600.jpg,5,0.2942010313272476,-0.14410123229026794,-0.07333589869563184
IMG_20220509_134600.jpg,6,0.44305379688739777,-0.067660391330719,-0.10079514759604535
IMG_20220509_134600.jpg,7,0.3771224766969681,-0.020298153162002563,-0.11745986121718488
IMG_20220509_134600.jpg,8,0.30840881168842316,-0.028038978576660156,-0.1255598344189366
IMG_20220509_134600.jpg,9,0.29293622076511383,-0.15630826354026794,-0.02468460391287408
IMG_20220509_134600.jpg,10,0.42886634171009064,-0.07231831550598145,-0.05119547027175031
IMG_20220509_134600.jpg,11,0.36484958231449127,-0.02631518244743347,-0.06079024228279195
IMG_20220509_134600.jpg,12,0.3033186346292496,-0.03623679280281067,-0.06358717161242566
IMG_20220509_134600.jpg,13,0.2863586097955704,-0.1481473445892334,0.016209595249847553
IMG_20220509_134600.jpg,14,0.4115764647722244,-0.07195624709129333,-0.01057769789372287
IMG_20220509_134600.jpg,15,0.358187273144722,-0.03288471698760986,-0.012212723149104932
IMG_20220509_134600.jpg,16,0.3047521263360977,-0.04411357641220093,-0.008676102971776345
IMG_20220509_134600.jpg,17,0.27626247704029083,-0.13279637694358826,0.05052215454156794
IMG_20220509_134600.jpg,18,0.37973375618457794,-0.07289618253707886,0.03172285702999034
IMG_20220509_134600.jpg,19,0.341066911816597,-0.0486641526222229,0.030068200426057956
IMG_20220509_134600.jpg,20,0.29567475616931915,-0.06281238794326782,0.03291407448227801
IMG_20220509_132729.jpg,0,0.0,0.0,0.0
IMG_20220509_132729.jpg,1,0.03643257915973663,-0.09996891021728516,-0.05240718676782308
IMG_20220509_132729.jpg,2,0.15798889100551605,-0.19695499539375305,-0.06222656770682988
IMG_20220509_132729.jpg,3,0.28550194203853607,-0.23691138625144958,-0.07177170394993482
IMG_20220509_132729.jpg,4,0.360971137881279,-0.19949811697006226,-0.06447660951948819
IMG_20220509_132729.jpg,5,0.28878508508205414,-0.14736217260360718,0.016525979795687817
IMG_20220509_132729.jpg,6,0.36820487678050995,-0.1401273012161255,-0.04780460177994428
IMG_20220509_132729.jpg,7,0.2546946853399277,-0.13030242919921875,-0.07280989765263257
IMG_20220509_132729.jpg,8,0.2398282140493393,-0.14139533042907715,-0.08281168370581327
IMG_20220509_132729.jpg,9,0.29375337064266205,-0.08133083581924438,0.015895358928673886
IMG_20220509_132729.jpg,10,0.3715345710515976,-0.07448834180831909,-0.05033646552897153
IMG_20220509_132729.jpg,11,0.23403920233249664,-0.07083296775817871,-0.050659045866495944
IMG_20220509_132729.jpg,12,0.23818151652812958,-0.0852317214012146,-0.03441343857980428
IMG_20220509_132729.jpg,13,0.2872978299856186,-0.018447518348693848,-0.0017341664627110731
IMG_20220509_132729.jpg,14,0.36033473908901215,-0.006029665470123291,-0.06991617410517392
IMG_20220509_132729.jpg,15,0.23660974204540253,-0.011204183101654053,-0.03938881709314046
IMG_20220509_132729.jpg,16,0.2293265014886856,-0.023076653480529785,-0.0022077004525726807
IMG_20220509_132729.jpg,17,0.2726672440767288,0.04517239332199097,-0.025567412665850497
IMG_20220509_132729.jpg,18,0.32412056624889374,0.05281257629394531,-0.05495760618782697
IMG_20220509_132729.jpg,19,0.234952911734581,0.04076671600341797,-0.02845861046648679
IMG_20220509_132729.jpg,20,0.2146410495042801,0.030313074588775635,-0.0009083928873678815
IMG_20220502_125710.jpg,0,0.0,0.0,0.0
IMG_20220502_125710.jpg,1,0.0910300612449646,0.08259564638137817,-0.05960680033942367
IMG_20220502_125710.jpg,2,0.2023245394229889,0.10094976425170898,-0.07763333108206893
IMG_20220502_125710.jpg,3,0.2984406650066376,0.08091527223587036,-0.08076214279910232
IMG_20220502_125710.jpg,4,0.35641929507255554,0.06329530477523804,-0.072710166237556
IMG_20220502_125710.jpg,5,0.27120426297187805,-0.029943645000457764,-0.07940284397383834
IMG_20220502_125710.jpg,6,0.39980265498161316,0.0346338152885437,-0.09910352017661239
IMG_20220502_125710.jpg,7,0.36366328597068787,0.09072589874267578,-0.09870566662331726
IMG_20220502_125710.jpg,8,0.30696043372154236,0.10640096664428711,-0.09264362838050033
IMG_20220502_125710.jpg,9,0.27387621998786926,-0.07497835159301758,-0.04880362611194755
IMG_20220502_125710.jpg,10,0.3839493691921234,0.003727555274963379,-0.06191066887160446
IMG_20220502_125710.jpg,11,0.3438433110713959,0.05865895748138428,-0.057927402219974056
IMG_20220502_125710.jpg,12,0.28916236758232117,0.0717955231666565,-0.053012887499534145
IMG_20220502_125710.jpg,13,0.2674387991428375,-0.08972799777984619,-0.01986058663507606
IMG_20220502_125710.jpg,14,0.3619302213191986,-0.015967726707458496,-0.029898453987442508
IMG_20220502_125710.jpg,15,0.32795795798301697,0.030180633068084717,-0.024533557257854
IMG_20220502_125710.jpg,16,0.2776288688182831,0.04324084520339966,-0.019610096252762332
IMG_20220502_125710.jpg,17,0.2538115084171295,-0.08923864364624023,0.004984324780053839
IMG_20220502_125710.jpg,18,0.32681456208229065,-0.028323829174041748,-0.0028467832778176216
IMG_20220502_125710.jpg,19,0.3063000738620758,0.004097163677215576,-0.00041773500899466853
IMG_20220502_125710.jpg,20,0.26891031861305237,0.012800872325897217,0.0043064197346041055
IMG_20220430_180543.jpg,0,0.0,0.0,0.0
IMG_20220430_180543.jpg,1,0.08660875260829926,-0.12225937843322754,-0.02763465756208916
IMG_20220430_180543.jpg,2,0.24890479445457458,-0.18337774276733398,-0.050365615278792575
IMG_20220430_180543.jpg,3,0.36350974440574646,-0.1343226134777069,-0.08320529723198433
IMG_20220430_180543.jpg,4,0.4315344989299774,-0.07250350713729858,-0.11027783864767571
IMG_20220430_180543.jpg,5,0.3695355951786041,-0.16858845949172974,-0.016986574620318606
IMG_20220430_180543.jpg,6,0.5117526948451996,-0.19864949584007263,-0.10271932148964424
IMG_20220430_180543.jpg,7,0.41773638129234314,-0.17934033274650574,-0.15739100390703697
IMG_20220430_180543.jpg,8,0.3126646876335144,-0.16144126653671265,-0.17903389745981713
IMG_20220430_180543.jpg,9,0.3854893743991852,-0.08588302135467529,-0.041362493872952655
IMG_20220430_180543.jpg,10,0.5410986244678497,-0.10728693008422852,-0.12283863836557884
IMG_20220430_180543.jpg,11,0.41616377234458923,-0.0975935161113739,-0.1504333984258892
IMG_20220430_180543.jpg,12,0.29710492491722107,-0.08995583653450012,-0.14721802586348076
IMG_20220430_180543.jpg,13,0.3711356818675995,-0.0019301772117614746,-0.07637406104834099
IMG_20220430_180543.jpg,14,0.5034681260585785,-0.008217811584472656,-0.14821542018682976
IMG_20220430_180543.jpg,15,0.3697058856487274,-0.017408788204193115,-0.1391692828539135
IMG_20220430_180543.jpg,16,0.2537970542907715,-0.027757763862609863,-0.11113274061710854
IMG_20220430_180543.jpg,17,0.3349316418170929,0.07805061340332031,-0.11500625276596566
IMG_20220430_180543.jpg,18,0.4267127811908722,0.07059776782989502,-0.1525904905203106
IMG_20220430_180543.jpg,19,0.34637919068336487,0.048786818981170654,-0.13143553549082299
IMG_20220430_180543.jpg,20,0.2680301368236542,0.03262966871261597,-0.10395018720657845
IMG_20220502_132324.jpg,0,0.0,0.0,0.0
IMG_20220502_132324.jpg,1,0.13589294254779816,0.09397238492965698,-0.06654192244172918
IMG_20220502_132324.jpg,2,0.31815727055072784,0.10200411081314087,-0.07139226531148779
IMG_20220502_132324.jpg,3,0.44111640751361847,0.09367787837982178,-0.060838815919169065
IMG_20220502_132324.jpg,4,0.4829334169626236,0.08543670177459717,-0.03728407730818617
IMG_20220502_132324.jpg,5,0.4013158231973648,-0.06196913123130798,-0.035251860669859525
IMG_20220502_132324.jpg,6,0.49225111305713654,0.07566982507705688,-0.06856515740514624
IMG_20220502_132324.jpg,7,0.39914537966251373,0.10155969858169556,-0.09759179984689581
IMG_20220502_132324.jpg,8,0.3409047871828079,0.06424570083618164,-0.12032218759418356
IMG_20220502_132324.jpg,9,0.3848743587732315,-0.09941112995147705,-0.013080254360147592
IMG_20220502_132324.jpg,10,0.4722352772951126,0.042871057987213135,-0.04347113256812918
IMG_20220502_132324.jpg,11,0.3794584423303604,0.06798171997070312,-0.055206769309052106
IMG_20220502_132324.jpg,12,0.3226914554834366,0.03654944896697998,-0.06219038849235403
IMG_20220502_132324.jpg,13,0.3590889722108841,-0.10715669393539429,0.00047783406330381695
IMG_20220502_132324.jpg,14,0.4423370510339737,0.018696308135986328,-0.029364683828362104
IMG_20220502_132324.jpg,15,0.3668374568223953,0.05082261562347412,-0.03200474863410818
IMG_20220502_132324.jpg,16,0.32180239260196686,0.023665249347686768,-0.03131160994530546
IMG_20220502_132324.jpg,17,0.3288983255624771,-0.09196704626083374,0.008091181353620414
IMG_20220502_132324.jpg,18,0.40263159573078156,0.008389055728912354,-0.005356506141879436
IMG_20220502_132324.jpg,19,0.3546428829431534,0.03408324718475342,-0.0013384635560669267
IMG_20220502_132324.jpg,20,0.3156735450029373,0.012195110321044922,0.0018710485426254309
IMG_20220524_140954.jpg,0,0.0,0.0,0.0
IMG_20220524_140954.jpg,1,0.034625887870788574,-0.1105239987373352,-0.041958706622722275
IMG_20220524_140954.jpg,2,0.16982269287109375,-0.1967494785785675,-0.05376783589065326
IMG_20220524_140954.jpg,3,0.29253190755844116,-0.23718321323394775,-0.06895861977875484
IMG_20220524_140954.jpg,4,0.38272929191589355,-0.2703537046909332,-0.07146825844586147
IMG_20220524_140954.jpg,5,0.3053542375564575,-0.16455018520355225,0.00537567335948097
IMG_20220524_140954.jpg,6,0.3987662196159363,-0.18891969323158264,-0.07234934920609248
IMG_20220524_140954.jpg,7,0.2949331998825073,-0.17499065399169922,-0.10558515990317119
IMG_20220524_140954.jpg,8,0.24583810567855835,-0.15729135274887085,-0.11475652659476054
IMG_20220524_140954.jpg,9,0.3130757212638855,-0.09296631813049316,-0.00851227732539428
IMG_20220524_140954.jpg,10,0.3981413245201111,-0.1131318211555481,-0.08695790374815715
IMG_20220524_140954.jpg,11,0.2610902786254883,-0.11320757865905762,-0.09525720978319896
IMG_20220524_140954.jpg,12,0.23678183555603027,-0.10002374649047852,-0.07919786328614009
IMG_20220524_140954.jpg,13,0.297857403755188,-0.022494614124298096,-0.038233502005937225
IMG_20220524_140954.jpg,14,0.35223567485809326,-0.03893464803695679,-0.11537971550762904
IMG_20220524_140954.jpg,15,0.22427773475646973,-0.04946279525756836,-0.08817333931267513
IMG_20220524_140954.jpg,16,0.21229082345962524,-0.04186826944351196,-0.04925483668387187
IMG_20220524_140954.jpg,17,0.2701416611671448,0.048855602741241455,-0.07301234657109035
IMG_20220524_140954.jpg,18,0.2961219549179077,0.03137314319610596,-0.11026906425297511
IMG_20220524_140954.jpg,19,0.20789730548858643,0.013245999813079834,-0.08411976898253215
IMG_20220524_140954.jpg,20,0.1928768754005432,0.01646256446838379,-0.0537752454930569
IMG_20220522_175338.jpg,0,0.0,0.0,0.0
IMG_20220522_175338.jpg,1,-0.04191344976425171,-0.13451546430587769,-0.10166764163125208
IMG_20220522_175338.jpg,2,-0.20851677656173706,-0.2731894552707672,-0.13704027884352854
IMG_20220522_175338.jpg,3,-0.3915131986141205,-0.3531976342201233,-0.15867604964125803
IMG_20220522_175338.jpg,4,-0.5097155570983887,-0.30215024948120117,-0.15611902528155497
IMG_20220522_175338.jpg,5,-0.4205184578895569,-0.21378546953201294,-0.06754970454323939
IMG_20220522_175338.jpg,6,-0.5711275637149811,-0.20715922117233276,-0.1665021842037504
IMG_20220522_175338.jpg,7,-0.3978462517261505,-0.18556779623031616,-0.20901559942115
IMG_20220522_175338.jpg,8,-0.33899998664855957,-0.19043362140655518,-0.22680113368380717
IMG_20220522_175338.jpg,9,-0.42565420269966125,-0.1158788800239563,-0.05150351204622439
IMG_20220522_175338.jpg,10,-0.5659671276807785,-0.1027403473854065,-0.15534507387030771
IMG_20220522_175338.jpg,11,-0.3603551387786865,-0.10453957319259644,-0.16111159973490885
IMG_20220522_175338.jpg,12,-0.3354341387748718,-0.12006092071533203,-0.14390630178797892
IMG_20220522_175338.jpg,13,-0.3990202844142914,-0.0224495530128479,-0.05301238872755221
IMG_20220522_175338.jpg,14,-0.46749773621559143,-0.0004013180732727051,-0.15061739735949686
IMG_20220522_175338.jpg,15,-0.29394251108169556,-0.017595350742340088,-0.09893169902909449
IMG_20220522_175338.jpg,16,-0.2737027406692505,-0.040105462074279785,-0.043639714798814566
IMG_20220522_175338.jpg,17,-0.3655105233192444,0.06277310848236084,-0.06441279404509714
IMG_20220522_175338.jpg,18,-0.39224767684936523,0.080020010471344,-0.11191210799563578
IMG_20220522_175338.jpg,19,-0.2736990451812744,0.055016398429870605,-0.06968739532578638
IMG_20220522_175338.jpg,20,-0.2503044605255127,0.033496081829071045,-0.027281080341822417
IMG_20220522_141706.jpg,0,0.0,0.0,0.0
IMG_20220522_141706.jpg,1,-0.04938429594039917,-0.09005001187324524,-0.030720444323719676
IMG_20220522_141706.jpg,2,-0.17901140451431274,-0.15996573865413666,-0.051329502763451273
IMG_20220522_141706.jpg,3,-0.28010571002960205,-0.17385217547416687,-0.07313004687637203
IMG_20220522_141706.jpg,4,-0.34897252917289734,-0.16894879937171936,-0.09051102206319683
IMG_20220522_141706.jpg,5,-0.25505515933036804,-0.14606237411499023,-0.057216750385464366
IMG_20220522_141706.jpg,6,-0.3728066384792328,-0.16425827145576477,-0.12737436399072521
IMG_20220522_141706.jpg,7,-0.2891186773777008,-0.14132359623908997,-0.1614850293120753
IMG_20220522_141706.jpg,8,-0.19600343704223633,-0.12839433550834656,-0.17270496294111126
IMG_20220522_141706.jpg,9,-0.2703259587287903,-0.07091695070266724,-0.06848194256633633
IMG_20220522_141706.jpg,10,-0.38553130626678467,-0.08340755105018616,-0.14616343185514324
IMG_20220522_141706.jpg,11,-0.2663475573062897,-0.07005685567855835,-0.16131202683061474
IMG_20220522_141706.jpg,12,-0.16671991348266602,-0.0670732855796814,-0.15463731989473217
IMG_20220522_141706.jpg,13,-0.2722395062446594,0.00342404842376709,-0.08555039569944256
IMG_20220522_141706.jpg,14,-0.3815160393714905,-0.001553177833557129,-0.15998877391427868
IMG_20220522_141706.jpg,15,-0.25816890597343445,-0.008796364068984985,-0.1462437044104945
IMG_20220522_141706.jpg,16,-0.16441547870635986,-0.01919916272163391,-0.11866482153743618
IMG_20220522_141706.jpg,17,-0.25989094376564026,0.0770149827003479,-0.10349397167772167
IMG_20220522_141706.jpg,18,-0.33275890350341797,0.06515344977378845,-0.15927751168817395
IMG_20220522_141706.jpg,19,-0.24603459239006042,0.045920342206954956,-0.1487539242228877
IMG_20220522_141706.jpg,20,-0.17152613401412964,0.029352575540542603,-0.1270994822701823
IMG_20220509_134011.jpg,0,0.0,0.0,0.0
IMG_20220509_134011.jpg,1,-0.10806465148925781,0.11200416088104248,-0.08716215414506223
IMG_20220509_134011.jpg,2,-0.2516084313392639,0.15154695510864258,-0.12646587414246824
IMG_20220509_134011.jpg,3,-0.39524996280670166,0.15074235200881958,-0.14794610661965635
IMG_20220509_134011.jpg,4,-0.5029132068157196,0.13117659091949463,-0.15824043971997526
IMG_20220509_134011.jpg,5,-0.3780284523963928,-0.008776426315307617,-0.09523482096892621
IMG_20220509_134011.jpg,6,-0.5082707107067108,0.10674315690994263,-0.12493384105664518
IMG_20220509_134011.jpg,7,-0.42053526639938354,0.14369714260101318,-0.13839248043996122
IMG_20220509_134011.jpg,8,-0.3444519639015198,0.1268717646598816,-0.14410738868218687
IMG_20220509_134011.jpg,9,-0.38748666644096375,-0.05944317579269409,-0.054690083838522696
IMG_20220509_134011.jpg,10,-0.49847662448883057,0.06744271516799927,-0.08729857427579191
IMG_20220509_134011.jpg,11,-0.4239468574523926,0.10712063312530518,-0.09364831668835905
IMG_20220509_134011.jpg,12,-0.35674822330474854,0.09306305646896362,-0.09679281932812955
IMG_20220509_134011.jpg,13,-0.37528371810913086,-0.07807710766792297,-0.017261006287753844
IMG_20220509_134011.jpg,14,-0.47766873240470886,0.034162700176239014,-0.05600758863192823
IMG_20220509_134011.jpg,15,-0.4154360890388489,0.0721094012260437,-0.0504982642601135
IMG_20220509_134011.jpg,16,-0.35035207867622375,0.06306105852127075,-0.041732879705250525
IMG_20220509_134011.jpg,17,-0.3625418543815613,-0.07664015889167786,0.015314503223180509
IMG_20220509_134011.jpg,18,-0.4462597072124481,0.006092280149459839,-0.020345259807527327
IMG_20220509_134011.jpg,19,-0.3967311382293701,0.037558943033218384,-0.018926756806195044
IMG_20220509_134011.jpg,20,-0.3410953879356384,0.03102731704711914,-0.00886130647313621
IMG_20220502_141519.jpg,0,0.0,0.0,0.0
IMG_20220502_141519.jpg,1,-0.11085760593414307,-0.11294442415237427,-0.04050392406998071
IMG_20220502_141519.jpg,2,-0.2573629915714264,-0.1758173108100891,-0.04766899841843042
IMG_20220502_141519.jpg,3,-0.39728373289108276,-0.15784266591072083,-0.059803282199482055
IMG_20220502_141519.jpg,4,-0.4623171389102936,-0.10892671346664429,-0.06760222959337625
IMG_20220502_141519.jpg,5,-0.3653401732444763,-0.15220755338668823,0.03672746819438544
IMG_20220502_141519.jpg,6,-0.4898407608270645,-0.15457317233085632,-0.021257886020521255
IMG_20220502_141519.jpg,7,-0.4653419852256775,-0.12967711687088013,-0.06545823561964426
IMG_20220502_141519.jpg,8,-0.4024043083190918,-0.11548537015914917,-0.08533981191931161
IMG_20220502_141519.jpg,9,-0.3773387372493744,-0.0757858157157898,0.03304408741178122
IMG_20220502_141519.jpg,10,-0.5088482648134232,-0.07645988464355469,-0.035520662842372985
IMG_20220502_141519.jpg,11,-0.4138011634349823,-0.0590662956237793,-0.0674042378645936
IMG_20220502_141519.jpg,12,-0.323527991771698,-0.0629727840423584,-0.06603324907837305
IMG_20220502_141519.jpg,13,-0.3636021316051483,-0.0033327341079711914,0.01693032559933272
IMG_20220502_141519.jpg,14,-0.4883262813091278,0.008573412895202637,-0.058304169504026504
IMG_20220502_141519.jpg,15,-0.38025182485580444,0.005461454391479492,-0.05945612239656839
